Restaurant,url
Plates Miri,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d13137203-Reviews-Plates_Miri-Miri_Miri_District_Sarawak.html
Silver Spoon,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d7007095-Reviews-Silver_Spoon-Miri_Miri_District_Sarawak.html
Dave's Deli,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d6751189-Reviews-Dave_s_Deli-Miri_Miri_District_Sarawak.html
Crystalmate Grill Steamboat Buffet,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d12176772-Reviews-Crystalmate_Grill_Steamboat_Buffet-Miri_Miri_District_Sarawak.html
Permyjaya BBQ and Steamboat Buffet Style Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d5439011-Reviews-Permyjaya_BBQ_and_Steamboat_Buffet_Style_Restaurant-Miri_Miri_District_Sarawak.html
Seaworld Seafood Centre,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d1166895-Reviews-Seaworld_Seafood_Centre-Miri_Miri_District_Sarawak.html
Wildflower Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d1381092-Reviews-Wildflower_Restaurant-Miri_Miri_District_Sarawak.html
Station One Miri,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d6649041-Reviews-Station_One_Miri-Miri_Miri_District_Sarawak.html
Al-Asna,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d4897161-Reviews-Al_Asna-Miri_Miri_District_Sarawak.html
Mirup by Hogs and Such,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d13171070-Reviews-Mirup_by_Hogs_and_Such-Miri_Miri_District_Sarawak.html
wan chai,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d5512812-Reviews-Wan_chai-Miri_Miri_District_Sarawak.html
City Thai Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d19122315-Reviews-City_Thai_Restaurant-Miri_Miri_District_Sarawak.html
Little Roast Co.,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15211124-Reviews-Little_Roast_Co-Miri_Miri_District_Sarawak.html
Kobe Sushi Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d12257768-Reviews-Kobe_Sushi_Restaurant-Miri_Miri_District_Sarawak.html
Hot-Star Large Fried Chicken,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d6584996-Reviews-Hot_Star_Large_Fried_Chicken-Miri_Miri_District_Sarawak.html
Love Hong Kong Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d7236483-Reviews-Love_Hong_Kong_Restaurant-Miri_Miri_District_Sarawak.html
Retro Cafe & Grill,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d7213937-Reviews-Retro_Cafe_Grill-Miri_Miri_District_Sarawak.html
Auntie Hong's Cooking,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d12431329-Reviews-Auntie_Hong_s_Cooking-Miri_Miri_District_Sarawak.html
Palate Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d18894178-Reviews-Palate_Restaurant-Miri_Miri_District_Sarawak.html
8 Lotus Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d10430793-Reviews-8_Lotus_Cafe-Miri_Miri_District_Sarawak.html
Mango tree bistro,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d10461339-Reviews-Mango_tree_bistro-Miri_Miri_District_Sarawak.html
Lavender Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15053236-Reviews-Lavender_Cafe-Miri_Miri_District_Sarawak.html
Superb Cuisine,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d13965312-Reviews-Superb_Cuisine-Miri_Miri_District_Sarawak.html
Selera Rasa Segar,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d5566964-Reviews-Selera_Rasa_Segar-Miri_Miri_District_Sarawak.html
Ming Xin Coffee House,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d8443300-Reviews-Ming_Xin_Coffee_House-Miri_Miri_District_Sarawak.html
Miri Taiwan Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d10328466-Reviews-Miri_Taiwan_Restaurant-Miri_Miri_District_Sarawak.html
Timur Seafood Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d6954406-Reviews-Timur_Seafood_Restaurant-Miri_Miri_District_Sarawak.html
Asian Taste,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d8000767-Reviews-Asian_Taste-Miri_Miri_District_Sarawak.html
M Signature Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d8406939-Reviews-M_Signature_Restaurant-Miri_Miri_District_Sarawak.html
Hai Ba Wan,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d12411521-Reviews-Hai_Ba_Wan-Miri_Miri_District_Sarawak.html
Cottage,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d12934311-Reviews-Cottage-Miri_Miri_District_Sarawak.html
Crystal Palace Seafood Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d6397879-Reviews-Crystal_Palace_Seafood_Restaurant-Miri_Miri_District_Sarawak.html
Sushi King,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d10379896-Reviews-Sushi_King-Miri_Miri_District_Sarawak.html
Izuyaki Restaurant Sdn Bhd,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d8029258-Reviews-Izuyaki_Restaurant_Sdn_Bhd-Miri_Miri_District_Sarawak.html
McDonald's,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d5263005-Reviews-McDonald_s-Miri_Miri_District_Sarawak.html
Ah Chiang Seafood,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d10737212-Reviews-Ah_Chiang_Seafood-Miri_Miri_District_Sarawak.html
